# NACA 0012  n=200  closed_te=True
1.00000000  -0.00000000
0.99975328  0.00003585
0.99901336  0.00014332
0.99778098  0.00032207
0.99605735  0.00057160
0.99384417  0.00089119
0.99114363  0.00127991
0.98795838  0.00173667
0.98429158  0.00226017
0.98014684  0.00284894
0.97552826  0.00350136
0.97044038  0.00421564
0.96488824  0.00498985
0.95887731  0.00582192
0.95241353  0.00670968
0.94550326  0.00765082
0.93815334  0.00864297
0.93037101  0.00968363
0.92216396  0.01077027
0.91354029  0.01190027
0.90450850  0.01307095
0.89507751  0.01427960
0.88525662  0.01552347
0.87505553  0.01679978
0.86448431  0.01810572
0.85355339  0.01943848
0.84227355  0.02079520
0.83065593  0.02217305
0.81871199  0.02356915
0.80645353  0.02498065
0.79389263  0.02640465
0.78104169  0.02783827
0.76791340  0.02927859
0.75452071  0.03072269
0.74087684  0.03216763
0.72699525  0.03361043
0.71288965  0.03504810
0.69857395  0.03647759
0.68406228  0.03789585
0.66936896  0.03929977
0.65450850  0.04068618
0.63949555  0.04205190
0.62434494  0.04339367
0.60907162  0.04470821
0.59369066  0.04599216
0.57821723  0.04724215
0.56266662  0.04845474
0.54705416  0.04962648
0.53139526  0.05075387
0.51570538  0.05183338
0.50000000  0.05286150
0.48429462  0.05383469
0.46860474  0.05474943
0.45294584  0.05560223
0.43733338  0.05638963
0.42178277  0.05710823
0.40630934  0.05775472
0.39092838  0.05832587
0.37565506  0.05881856
0.36050445  0.05922980
0.34549150  0.05955676
0.33063104  0.05979678
0.31593772  0.05994738
0.30142605  0.06000630
0.28711035  0.05997148
0.27300475  0.05984113
0.25912316  0.05961370
0.24547929  0.05928791
0.23208660  0.05886276
0.21895831  0.05833755
0.20610737  0.05771186
0.19354647  0.05698557
0.18128801  0.05615887
0.16934407  0.05523225
0.15772645  0.05420648
0.14644661  0.05308265
0.13551569  0.05186210
0.12494447  0.05054646
0.11474338  0.04913759
0.10492249  0.04763760
0.09549150  0.04604883
0.08645971  0.04437378
0.07783604  0.04261514
0.06962899  0.04077574
0.06184666  0.03885853
0.05449674  0.03686653
0.04758647  0.03480285
0.04112269  0.03267059
0.03511176  0.03047287
0.02955962  0.02821277
0.02447174  0.02589331
0.01985316  0.02351742
0.01570842  0.02108791
0.01204162  0.01860743
0.00885637  0.01607848
0.00615583  0.01350337
0.00394265  0.01088417
0.00221902  0.00822275
0.00098664  0.00552072
0.00024672  0.00277944
0.00024672  -0.00277944
0.00098664  -0.00552072
0.00221902  -0.00822275
0.00394265  -0.01088417
0.00615583  -0.01350337
0.00885637  -0.01607848
0.01204162  -0.01860743
0.01570842  -0.02108791
0.01985316  -0.02351742
0.02447174  -0.02589331
0.02955962  -0.02821277
0.03511176  -0.03047287
0.04112269  -0.03267059
0.04758647  -0.03480285
0.05449674  -0.03686653
0.06184666  -0.03885853
0.06962899  -0.04077574
0.07783604  -0.04261514
0.08645971  -0.04437378
0.09549150  -0.04604883
0.10492249  -0.04763760
0.11474338  -0.04913759
0.12494447  -0.05054646
0.13551569  -0.05186210
0.14644661  -0.05308265
0.15772645  -0.05420648
0.16934407  -0.05523225
0.18128801  -0.05615887
0.19354647  -0.05698557
0.20610737  -0.05771186
0.21895831  -0.05833755
0.23208660  -0.05886276
0.24547929  -0.05928791
0.25912316  -0.05961370
0.27300475  -0.05984113
0.28711035  -0.05997148
0.30142605  -0.06000630
0.31593772  -0.05994738
0.33063104  -0.05979678
0.34549150  -0.05955676
0.36050445  -0.05922980
0.37565506  -0.05881856
0.39092838  -0.05832587
0.40630934  -0.05775472
0.42178277  -0.05710823
0.43733338  -0.05638963
0.45294584  -0.05560223
0.46860474  -0.05474943
0.48429462  -0.05383469
0.50000000  -0.05286150
0.51570538  -0.05183338
0.53139526  -0.05075387
0.54705416  -0.04962648
0.56266662  -0.04845474
0.57821723  -0.04724215
0.59369066  -0.04599216
0.60907162  -0.04470821
0.62434494  -0.04339367
0.63949555  -0.04205190
0.65450850  -0.04068618
0.66936896  -0.03929977
0.68406228  -0.03789585
0.69857395  -0.03647759
0.71288965  -0.03504810
0.72699525  -0.03361043
0.74087684  -0.03216763
0.75452071  -0.03072269
0.76791340  -0.02927859
0.78104169  -0.02783827
0.79389263  -0.02640465
0.80645353  -0.02498065
0.81871199  -0.02356915
0.83065593  -0.02217305
0.84227355  -0.02079520
0.85355339  -0.01943848
0.86448431  -0.01810572
0.87505553  -0.01679978
0.88525662  -0.01552347
0.89507751  -0.01427960
0.90450850  -0.01307095
0.91354029  -0.01190027
0.92216396  -0.01077027
0.93037101  -0.00968363
0.93815334  -0.00864297
0.94550326  -0.00765082
0.95241353  -0.00670968
0.95887731  -0.00582192
0.96488824  -0.00498985
0.97044038  -0.00421564
0.97552826  -0.00350136
0.98014684  -0.00284894
0.98429158  -0.00226017
0.98795838  -0.00173667
0.99114363  -0.00127991
0.99384417  -0.00089119
0.99605735  -0.00057160
0.99778098  -0.00032207
0.99901336  -0.00014332
0.99975328  -0.00003585
1.00000000  0.00000000
